strike,oi,ltp,iv,gamma,gamma_exp
27250.0,9533,553.2807692307692,0.38953545052976823,0.0001298840973672016,3.7461151071379595
27300.0,48753,554.3653846153846,0.1582539230769231,0.00011961073397809772,87.07528627136064
27350.0,22763,590.5653846153847,0.39735838156725745,0.00010956239237895552,7.910715181186614
27400.0,28353,600.6346153846154,0.39717456558530656,7.784500521109212e-05,23.393748468058355
27450.0,3143,626.8346153846154,0.398657125469301,6.152644244933938e-05,2.0685332592557018
27500.0,136621,636.3076923076923,0.1736000769230769,9.752714774077417e-05,226.66749926934216
27550.0,2880,674.3500000000001,0.3499052252119728,5.1996920447928544e-05,2.1267728988917627
27600.0,10814,677.9653846153846,0.1540156923076923,5.5500554765155466e-05,15.994821914152151
27650.0,1837,705.7423076923077,0.33931810890144465,6.475186725591868e-05,1.7300836118279073
27700.0,9275,829.6450000000001,0.5615032831932845,7.437478408127323e-05,17.741694308735013
27750.0,1637,822.7950000000001,0.5638726789321166,6.361711259144468e-05,0.37558377022593625
27800.0,38353,829.2,0.2053102,6.466337403850609e-05,23.781890609571107
28000.0,65839,560.328947368421,0.30423215789473684,5.852829170262196e-05,203.20809921614904
29000.0,31909,582.9029411764706,0.05327705882352941,4.484176993008957e-05,37.63925967874288
30000.0,20957,959.4275,0.06836076340371561,3.719089553108646e-05,26.12535294919125
31000.0,6196,559.615625,0.0240508125,8.240160634989179e-06,5.6812050086309505
